rank,average_proportion,num_verbs,sd_proportion
7210,1.1744174302337327e-06,1,
7211,1.1744174302337327e-06,1,
7212,1.1744174302337327e-06,1,
7213,1.1744174302337327e-06,1,
7214,1.1744174302337327e-06,1,
7215,1.1744174302337327e-06,1,
7216,1.1744174302337327e-06,1,
7217,1.1744174302337327e-06,1,
7218,1.1744174302337327e-06,1,
7219,1.1744174302337327e-06,1,
7220,1.1744174302337327e-06,1,
7221,1.1744174302337327e-06,1,
7222,1.1744174302337327e-06,1,
7223,1.1744174302337327e-06,1,
7224,1.1744174302337327e-06,1,
7225,1.1744174302337327e-06,1,
7226,1.1744174302337327e-06,1,
7227,1.1744174302337327e-06,1,
7228,1.1744174302337327e-06,1,
7229,1.1744174302337327e-06,1,
7230,1.1744174302337327e-06,1,
7231,1.1744174302337327e-06,1,
7232,1.1744174302337327e-06,1,
7233,1.1744174302337327e-06,1,
7234,1.1744174302337327e-06,1,
7235,1.1744174302337327e-06,1,
7236,1.1744174302337327e-06,1,
7237,1.1744174302337327e-06,1,
7238,1.1744174302337327e-06,1,
7239,1.1744174302337327e-06,1,
7240,1.1744174302337327e-06,1,
7241,1.1744174302337327e-06,1,
7242,1.1744174302337327e-06,1,
7243,1.1744174302337327e-06,1,
7244,1.1744174302337327e-06,1,
7245,1.1744174302337327e-06,1,
7246,1.1744174302337327e-06,1,
7247,1.1744174302337327e-06,1,
7248,1.1744174302337327e-06,1,
7249,1.1744174302337327e-06,1,
7250,1.1744174302337327e-06,1,
7251,1.1744174302337327e-06,1,
7252,1.1744174302337327e-06,1,
7253,1.1744174302337327e-06,1,
7254,1.1744174302337327e-06,1,
7255,1.1744174302337327e-06,1,
7256,1.1744174302337327e-06,1,
7257,1.1744174302337327e-06,1,
7258,1.1744174302337327e-06,1,
7259,1.1744174302337327e-06,1,
7260,1.1744174302337327e-06,1,
7261,1.1744174302337327e-06,1,
7262,1.1744174302337327e-06,1,
7263,1.1744174302337327e-06,1,
7264,1.1744174302337327e-06,1,
7265,1.1744174302337327e-06,1,
7266,1.1744174302337327e-06,1,
7267,1.1744174302337327e-06,1,
7268,1.1744174302337327e-06,1,
7269,1.1744174302337327e-06,1,
7270,1.1744174302337327e-06,1,
7271,1.1744174302337327e-06,1,
7272,1.1744174302337327e-06,1,
7273,1.1744174302337327e-06,1,
7274,1.1744174302337327e-06,1,
7275,1.1744174302337327e-06,1,
7276,1.1744174302337327e-06,1,
7277,1.1744174302337327e-06,1,
7278,1.1744174302337327e-06,1,
7279,1.1744174302337327e-06,1,
7280,1.1744174302337327e-06,1,
7281,1.1744174302337327e-06,1,
7282,1.1744174302337327e-06,1,
7283,1.1744174302337327e-06,1,
7284,1.1744174302337327e-06,1,
7285,1.1744174302337327e-06,1,
7286,1.1744174302337327e-06,1,
7287,1.1744174302337327e-06,1,
7288,1.1744174302337327e-06,1,
7289,1.1744174302337327e-06,1,
7290,1.1744174302337327e-06,1,
7291,1.1744174302337327e-06,1,
7292,1.1744174302337327e-06,1,
7293,1.1744174302337327e-06,1,
7294,1.1744174302337327e-06,1,
7295,1.1744174302337327e-06,1,
7296,1.1744174302337327e-06,1,
7297,1.1744174302337327e-06,1,
7298,1.1744174302337327e-06,1,
7299,1.1744174302337327e-06,1,
7300,1.1744174302337327e-06,1,
7301,1.1744174302337327e-06,1,
7302,1.1744174302337327e-06,1,
7303,1.1744174302337327e-06,1,
7304,1.1744174302337327e-06,1,
7305,1.1744174302337327e-06,1,
7306,1.1744174302337327e-06,1,
7307,1.1744174302337327e-06,1,
7308,1.1744174302337327e-06,1,
7309,1.1744174302337327e-06,1,
7310,1.1744174302337327e-06,1,
7311,1.1744174302337327e-06,1,
7312,1.1744174302337327e-06,1,
7313,1.1744174302337327e-06,1,
7314,1.1744174302337327e-06,1,
7315,1.1744174302337327e-06,1,
7316,1.1744174302337327e-06,1,
7317,1.1744174302337327e-06,1,
7318,1.1744174302337327e-06,1,
7319,1.1744174302337327e-06,1,
7320,1.1744174302337327e-06,1,
7321,1.1744174302337327e-06,1,
7322,1.1744174302337327e-06,1,
7323,1.1744174302337327e-06,1,
7324,1.1744174302337327e-06,1,
7325,1.1744174302337327e-06,1,
7326,1.1744174302337327e-06,1,
7327,1.1744174302337327e-06,1,
7328,1.1744174302337327e-06,1,
7329,1.1744174302337327e-06,1,
7330,1.1744174302337327e-06,1,
7331,1.1744174302337327e-06,1,
7332,1.1744174302337327e-06,1,
7333,1.1744174302337327e-06,1,
7334,1.1744174302337327e-06,1,
7335,1.1744174302337327e-06,1,
7336,1.1744174302337327e-06,1,
7337,1.1744174302337327e-06,1,
7338,1.1744174302337327e-06,1,
7339,1.1744174302337327e-06,1,
7340,1.1744174302337327e-06,1,
7341,1.1744174302337327e-06,1,
7342,1.1744174302337327e-06,1,
7343,1.1744174302337327e-06,1,
7344,1.1744174302337327e-06,1,
7345,1.1744174302337327e-06,1,
7346,1.1744174302337327e-06,1,
7347,1.1744174302337327e-06,1,
7348,1.1744174302337327e-06,1,
7349,1.1744174302337327e-06,1,
7350,1.1744174302337327e-06,1,
7351,1.1744174302337327e-06,1,
7352,1.1744174302337327e-06,1,
7353,1.1744174302337327e-06,1,
7354,1.1744174302337327e-06,1,
7355,1.1744174302337327e-06,1,
7356,1.1744174302337327e-06,1,
7357,1.1744174302337327e-06,1,
7358,1.1744174302337327e-06,1,
7359,1.1744174302337327e-06,1,
7360,1.1744174302337327e-06,1,
7361,1.1744174302337327e-06,1,
7362,1.1744174302337327e-06,1,
7363,1.1744174302337327e-06,1,
7364,1.1744174302337327e-06,1,
7365,1.1744174302337327e-06,1,
7366,1.1744174302337327e-06,1,
7367,1.1744174302337327e-06,1,
7368,1.1744174302337327e-06,1,
7369,1.1744174302337327e-06,1,
7370,1.1744174302337327e-06,1,
7371,1.1744174302337327e-06,1,
7372,1.1744174302337327e-06,1,
7373,1.1744174302337327e-06,1,
7374,1.1744174302337327e-06,1,
7375,1.1744174302337327e-06,1,
7376,1.1744174302337327e-06,1,
7377,1.1744174302337327e-06,1,
7378,1.1744174302337327e-06,1,
7379,1.1744174302337327e-06,1,
7380,1.1744174302337327e-06,1,
7381,1.1744174302337327e-06,1,
7382,1.1744174302337327e-06,1,
7383,1.1744174302337327e-06,1,
7384,1.1744174302337327e-06,1,
7385,1.1744174302337327e-06,1,
7386,1.1744174302337327e-06,1,
7387,1.1744174302337327e-06,1,
7388,1.1744174302337327e-06,1,
7389,1.1744174302337327e-06,1,
7390,1.1744174302337327e-06,1,
7391,1.1744174302337327e-06,1,
7392,1.1744174302337327e-06,1,
7393,1.1744174302337327e-06,1,
7394,1.1744174302337327e-06,1,
7395,1.1744174302337327e-06,1,
7396,1.1744174302337327e-06,1,
7397,1.1744174302337327e-06,1,
7398,1.1744174302337327e-06,1,
7399,1.1744174302337327e-06,1,
7400,1.1744174302337327e-06,1,
7401,1.1744174302337327e-06,1,
7402,1.1744174302337327e-06,1,
7403,1.1744174302337327e-06,1,
7404,1.1744174302337327e-06,1,
7405,1.1744174302337327e-06,1,
7406,1.1744174302337327e-06,1,
7407,1.1744174302337327e-06,1,
7408,1.1744174302337327e-06,1,
7409,1.1744174302337327e-06,1,
7410,1.1744174302337327e-06,1,
7411,1.1744174302337327e-06,1,
7412,1.1744174302337327e-06,1,
7413,1.1744174302337327e-06,1,
7414,1.1744174302337327e-06,1,
7415,1.1744174302337327e-06,1,
7416,1.1744174302337327e-06,1,
7417,1.1744174302337327e-06,1,
7418,1.1744174302337327e-06,1,
7419,1.1744174302337327e-06,1,
7420,1.1744174302337327e-06,1,
7421,1.1744174302337327e-06,1,
7422,1.1744174302337327e-06,1,
7423,1.1744174302337327e-06,1,
7424,1.1744174302337327e-06,1,
7425,1.1744174302337327e-06,1,
7426,1.1744174302337327e-06,1,
7427,1.1744174302337327e-06,1,
7428,1.1744174302337327e-06,1,
7429,1.1744174302337327e-06,1,
7430,1.1744174302337327e-06,1,
7431,1.1744174302337327e-06,1,
7432,1.1744174302337327e-06,1,
7433,1.1744174302337327e-06,1,
7434,1.1744174302337327e-06,1,
7435,1.1744174302337327e-06,1,
7436,1.1744174302337327e-06,1,
7437,1.1744174302337327e-06,1,
7438,1.1744174302337327e-06,1,
7439,1.1744174302337327e-06,1,
7440,1.1744174302337327e-06,1,
7441,1.1744174302337327e-06,1,
7442,1.1744174302337327e-06,1,
7443,1.1744174302337327e-06,1,
7444,1.1744174302337327e-06,1,
7445,1.1744174302337327e-06,1,
7446,1.1744174302337327e-06,1,
7447,1.1744174302337327e-06,1,
7448,1.1744174302337327e-06,1,
7449,1.1744174302337327e-06,1,
7450,1.1744174302337327e-06,1,
7451,1.1744174302337327e-06,1,
7452,1.1744174302337327e-06,1,
7453,1.1744174302337327e-06,1,
7454,1.1744174302337327e-06,1,
7455,1.1744174302337327e-06,1,
7456,1.1744174302337327e-06,1,
7457,1.1744174302337327e-06,1,
7458,1.1744174302337327e-06,1,
7459,1.1744174302337327e-06,1,
7460,1.1744174302337327e-06,1,
7461,1.1744174302337327e-06,1,
7462,1.1744174302337327e-06,1,
7463,1.1744174302337327e-06,1,
7464,1.1744174302337327e-06,1,
7465,1.1744174302337327e-06,1,
7466,1.1744174302337327e-06,1,
7467,1.1744174302337327e-06,1,
7468,1.1744174302337327e-06,1,
7469,1.1744174302337327e-06,1,
7470,1.1744174302337327e-06,1,
7471,1.1744174302337327e-06,1,
7472,1.1744174302337327e-06,1,
7473,1.1744174302337327e-06,1,
7474,1.1744174302337327e-06,1,
7475,1.1744174302337327e-06,1,
7476,1.1744174302337327e-06,1,
7477,1.1744174302337327e-06,1,
7478,1.1744174302337327e-06,1,
7479,1.1744174302337327e-06,1,
7480,1.1744174302337327e-06,1,
7481,1.1744174302337327e-06,1,
7482,1.1744174302337327e-06,1,
7483,1.1744174302337327e-06,1,
7484,1.1744174302337327e-06,1,
7485,1.1744174302337327e-06,1,
7486,1.1744174302337327e-06,1,
7487,1.1744174302337327e-06,1,
7488,1.1744174302337327e-06,1,
7489,1.1744174302337327e-06,1,
7490,1.1744174302337327e-06,1,
7491,1.1744174302337327e-06,1,
7492,1.1744174302337327e-06,1,
7493,1.1744174302337327e-06,1,
7494,1.1744174302337327e-06,1,
7495,1.1744174302337327e-06,1,
7496,1.1744174302337327e-06,1,
7497,1.1744174302337327e-06,1,
7498,1.1744174302337327e-06,1,
7499,1.1744174302337327e-06,1,
7500,1.1744174302337327e-06,1,
7501,1.1744174302337327e-06,1,
7502,1.1744174302337327e-06,1,
7503,1.1744174302337327e-06,1,
7504,1.1744174302337327e-06,1,
7505,1.1744174302337327e-06,1,
7506,1.1744174302337327e-06,1,
7507,1.1744174302337327e-06,1,
7508,1.1744174302337327e-06,1,
7509,1.1744174302337327e-06,1,
7510,1.1744174302337327e-06,1,
7511,1.1744174302337327e-06,1,
7512,1.1744174302337327e-06,1,
7513,1.1744174302337327e-06,1,
7514,1.1744174302337327e-06,1,
7515,1.1744174302337327e-06,1,
7516,1.1744174302337327e-06,1,
7517,1.1744174302337327e-06,1,
7518,1.1744174302337327e-06,1,
7519,1.1744174302337327e-06,1,
7520,1.1744174302337327e-06,1,
7521,1.1744174302337327e-06,1,
7522,1.1744174302337327e-06,1,
7523,1.1744174302337327e-06,1,
7524,1.1744174302337327e-06,1,
7525,1.1744174302337327e-06,1,
7526,1.1744174302337327e-06,1,
7527,1.1744174302337327e-06,1,
7528,1.1744174302337327e-06,1,
7529,1.1744174302337327e-06,1,
7530,1.1744174302337327e-06,1,
7531,1.1744174302337327e-06,1,
7532,1.1744174302337327e-06,1,
7533,1.1744174302337327e-06,1,
7534,1.1744174302337327e-06,1,
7535,1.1744174302337327e-06,1,
7536,1.1744174302337327e-06,1,
7537,1.1744174302337327e-06,1,
7538,1.1744174302337327e-06,1,
7539,1.1744174302337327e-06,1,
7540,1.1744174302337327e-06,1,
7541,1.1744174302337327e-06,1,
7542,1.1744174302337327e-06,1,
7543,1.1744174302337327e-06,1,
7544,1.1744174302337327e-06,1,
7545,1.1744174302337327e-06,1,
7546,1.1744174302337327e-06,1,
7547,1.1744174302337327e-06,1,
7548,1.1744174302337327e-06,1,
7549,1.1744174302337327e-06,1,
7550,1.1744174302337327e-06,1,
7551,1.1744174302337327e-06,1,
7552,1.1744174302337327e-06,1,
7553,1.1744174302337327e-06,1,
7554,1.1744174302337327e-06,1,
7555,1.1744174302337327e-06,1,
7556,1.1744174302337327e-06,1,
7557,1.1744174302337327e-06,1,
7558,1.1744174302337327e-06,1,
7559,1.1744174302337327e-06,1,
7560,1.1744174302337327e-06,1,
7561,1.1744174302337327e-06,1,
7562,1.1744174302337327e-06,1,
7563,1.1744174302337327e-06,1,
7564,1.1744174302337327e-06,1,
7565,1.1744174302337327e-06,1,
7566,1.1744174302337327e-06,1,
7567,1.1744174302337327e-06,1,
7568,1.1744174302337327e-06,1,
7569,1.1744174302337327e-06,1,
7570,1.1744174302337327e-06,1,
7571,1.1744174302337327e-06,1,
7572,1.1744174302337327e-06,1,
7573,1.1744174302337327e-06,1,
7574,1.1744174302337327e-06,1,
7575,1.1744174302337327e-06,1,
7576,1.1744174302337327e-06,1,
7577,1.1744174302337327e-06,1,
7578,1.1744174302337327e-06,1,
7579,1.1744174302337327e-06,1,
7580,1.1744174302337327e-06,1,
7581,1.1744174302337327e-06,1,
7582,1.1744174302337327e-06,1,
7583,1.1744174302337327e-06,1,
7584,1.1744174302337327e-06,1,
7585,1.1744174302337327e-06,1,
7586,1.1744174302337327e-06,1,
7587,1.1744174302337327e-06,1,
7588,1.1744174302337327e-06,1,
7589,1.1744174302337327e-06,1,
7590,1.1744174302337327e-06,1,
7591,1.1744174302337327e-06,1,
7592,1.1744174302337327e-06,1,
7593,1.1744174302337327e-06,1,
7594,1.1744174302337327e-06,1,
7595,1.1744174302337327e-06,1,
7596,1.1744174302337327e-06,1,
7597,1.1744174302337327e-06,1,
7598,1.1744174302337327e-06,1,
7599,1.1744174302337327e-06,1,
7600,1.1744174302337327e-06,1,
7601,1.1744174302337327e-06,1,
7602,1.1744174302337327e-06,1,
7603,1.1744174302337327e-06,1,
7604,1.1744174302337327e-06,1,
7605,1.1744174302337327e-06,1,
7606,1.1744174302337327e-06,1,
7607,1.1744174302337327e-06,1,
7608,1.1744174302337327e-06,1,
7609,1.1744174302337327e-06,1,
7610,1.1744174302337327e-06,1,
7611,1.1744174302337327e-06,1,
7612,1.1744174302337327e-06,1,
7613,1.1744174302337327e-06,1,
7614,1.1744174302337327e-06,1,
7615,1.1744174302337327e-06,1,
7616,1.1744174302337327e-06,1,
7617,1.1744174302337327e-06,1,
7618,1.1744174302337327e-06,1,
7619,1.1744174302337327e-06,1,
7620,1.1744174302337327e-06,1,
7621,1.1744174302337327e-06,1,
7622,1.1744174302337327e-06,1,
7623,1.1744174302337327e-06,1,
7624,1.1744174302337327e-06,1,
7625,1.1744174302337327e-06,1,
7626,1.1744174302337327e-06,1,
7627,1.1744174302337327e-06,1,
7628,1.1744174302337327e-06,1,
7629,1.1744174302337327e-06,1,
7630,1.1744174302337327e-06,1,
7631,1.1744174302337327e-06,1,
7632,1.1744174302337327e-06,1,
7633,1.1744174302337327e-06,1,
7634,1.1744174302337327e-06,1,
7635,1.1744174302337327e-06,1,
7636,1.1744174302337327e-06,1,
7637,1.1744174302337327e-06,1,
7638,1.1744174302337327e-06,1,
7639,1.1744174302337327e-06,1,
7640,1.1744174302337327e-06,1,
7641,1.1744174302337327e-06,1,
7642,1.1744174302337327e-06,1,
7643,1.1744174302337327e-06,1,
7644,1.1744174302337327e-06,1,
7645,1.1744174302337327e-06,1,
7646,1.1744174302337327e-06,1,
7647,1.1744174302337327e-06,1,
7648,1.1744174302337327e-06,1,
7649,1.1744174302337327e-06,1,
7650,1.1744174302337327e-06,1,
7651,1.1744174302337327e-06,1,
7652,1.1744174302337327e-06,1,
7653,1.1744174302337327e-06,1,
7654,1.1744174302337327e-06,1,
7655,1.1744174302337327e-06,1,
7656,1.1744174302337327e-06,1,
7657,1.1744174302337327e-06,1,
7658,1.1744174302337327e-06,1,
7659,1.1744174302337327e-06,1,
7660,1.1744174302337327e-06,1,
7661,1.1744174302337327e-06,1,
7662,1.1744174302337327e-06,1,
7663,1.1744174302337327e-06,1,
7664,1.1744174302337327e-06,1,
7665,1.1744174302337327e-06,1,
7666,1.1744174302337327e-06,1,
7667,1.1744174302337327e-06,1,
7668,1.1744174302337327e-06,1,
7669,1.1744174302337327e-06,1,
7670,1.1744174302337327e-06,1,
7671,1.1744174302337327e-06,1,
7672,1.1744174302337327e-06,1,
7673,1.1744174302337327e-06,1,
7674,1.1744174302337327e-06,1,
7675,1.1744174302337327e-06,1,
7676,1.1744174302337327e-06,1,
7677,1.1744174302337327e-06,1,
7678,1.1744174302337327e-06,1,
7679,1.1744174302337327e-06,1,
7680,1.1744174302337327e-06,1,
7681,1.1744174302337327e-06,1,
7682,1.1744174302337327e-06,1,
7683,1.1744174302337327e-06,1,
7684,1.1744174302337327e-06,1,
7685,1.1744174302337327e-06,1,
7686,1.1744174302337327e-06,1,
7687,1.1744174302337327e-06,1,
7688,1.1744174302337327e-06,1,
7689,1.1744174302337327e-06,1,
7690,1.1744174302337327e-06,1,
7691,1.1744174302337327e-06,1,
7692,1.1744174302337327e-06,1,
7693,1.1744174302337327e-06,1,
7694,1.1744174302337327e-06,1,
7695,1.1744174302337327e-06,1,
7696,1.1744174302337327e-06,1,
7697,1.1744174302337327e-06,1,
7698,1.1744174302337327e-06,1,
7699,1.1744174302337327e-06,1,
7700,1.1744174302337327e-06,1,
7701,1.1744174302337327e-06,1,
7702,1.1744174302337327e-06,1,
7703,1.1744174302337327e-06,1,
7704,1.1744174302337327e-06,1,
7705,1.1744174302337327e-06,1,
7706,1.1744174302337327e-06,1,
7707,1.1744174302337327e-06,1,
7708,1.1744174302337327e-06,1,
7709,1.1744174302337327e-06,1,
7710,1.1744174302337327e-06,1,
7711,1.1744174302337327e-06,1,
7712,1.1744174302337327e-06,1,
7713,1.1744174302337327e-06,1,
7714,1.1744174302337327e-06,1,
7715,1.1744174302337327e-06,1,
7716,1.1744174302337327e-06,1,
7717,1.1744174302337327e-06,1,
7718,1.1744174302337327e-06,1,
7719,1.1744174302337327e-06,1,
7720,1.1744174302337327e-06,1,
7721,1.1744174302337327e-06,1,
7722,1.1744174302337327e-06,1,
7723,1.1744174302337327e-06,1,
7724,1.1744174302337327e-06,1,
7725,1.1744174302337327e-06,1,
7726,1.1744174302337327e-06,1,
7727,1.1744174302337327e-06,1,
7728,1.1744174302337327e-06,1,
7729,1.1744174302337327e-06,1,
7730,1.1744174302337327e-06,1,
7731,1.1744174302337327e-06,1,
7732,1.1744174302337327e-06,1,
7733,1.1744174302337327e-06,1,
7734,1.1744174302337327e-06,1,
7735,1.1744174302337327e-06,1,
7736,1.1744174302337327e-06,1,
7737,1.1744174302337327e-06,1,
7738,1.1744174302337327e-06,1,
7739,1.1744174302337327e-06,1,
7740,1.1744174302337327e-06,1,
7741,1.1744174302337327e-06,1,
7742,1.1744174302337327e-06,1,
7743,1.1744174302337327e-06,1,
7744,1.1744174302337327e-06,1,
7745,1.1744174302337327e-06,1,
7746,1.1744174302337327e-06,1,
7747,1.1744174302337327e-06,1,
7748,1.1744174302337327e-06,1,
7749,1.1744174302337327e-06,1,
7750,1.1744174302337327e-06,1,
7751,1.1744174302337327e-06,1,
7752,1.1744174302337327e-06,1,
7753,1.1744174302337327e-06,1,
7754,1.1744174302337327e-06,1,
7755,1.1744174302337327e-06,1,
7756,1.1744174302337327e-06,1,
7757,1.1744174302337327e-06,1,
7758,1.1744174302337327e-06,1,
7759,1.1744174302337327e-06,1,
7760,1.1744174302337327e-06,1,
7761,1.1744174302337327e-06,1,
7762,1.1744174302337327e-06,1,
7763,1.1744174302337327e-06,1,
7764,1.1744174302337327e-06,1,
7765,1.1744174302337327e-06,1,
7766,1.1744174302337327e-06,1,
7767,1.1744174302337327e-06,1,
7768,1.1744174302337327e-06,1,
7769,1.1744174302337327e-06,1,
7770,1.1744174302337327e-06,1,
7771,1.1744174302337327e-06,1,
7772,1.1744174302337327e-06,1,
7773,1.1744174302337327e-06,1,
7774,1.1744174302337327e-06,1,
7775,1.1744174302337327e-06,1,
7776,1.1744174302337327e-06,1,
7777,1.1744174302337327e-06,1,
7778,1.1744174302337327e-06,1,
7779,1.1744174302337327e-06,1,
7780,1.1744174302337327e-06,1,
7781,1.1744174302337327e-06,1,
7782,1.1744174302337327e-06,1,
7783,1.1744174302337327e-06,1,
7784,1.1744174302337327e-06,1,
7785,1.1744174302337327e-06,1,
7786,1.1744174302337327e-06,1,
7787,1.1744174302337327e-06,1,
7788,1.1744174302337327e-06,1,
7789,1.1744174302337327e-06,1,
7790,1.1744174302337327e-06,1,
7791,1.1744174302337327e-06,1,
7792,1.1744174302337327e-06,1,
7793,1.1744174302337327e-06,1,
7794,1.1744174302337327e-06,1,
7795,1.1744174302337327e-06,1,
7796,1.1744174302337327e-06,1,
7797,1.1744174302337327e-06,1,
7798,1.1744174302337327e-06,1,
7799,1.1744174302337327e-06,1,
7800,1.1744174302337327e-06,1,
7801,1.1744174302337327e-06,1,
7802,1.1744174302337327e-06,1,
7803,1.1744174302337327e-06,1,
7804,1.1744174302337327e-06,1,
7805,1.1744174302337327e-06,1,
7806,1.1744174302337327e-06,1,
7807,1.1744174302337327e-06,1,
7808,1.1744174302337327e-06,1,
7809,1.1744174302337327e-06,1,
7810,1.1744174302337327e-06,1,
7811,1.1744174302337327e-06,1,
7812,1.1744174302337327e-06,1,
7813,1.1744174302337327e-06,1,
7814,1.1744174302337327e-06,1,
7815,1.1744174302337327e-06,1,
7816,1.1744174302337327e-06,1,
7817,1.1744174302337327e-06,1,
7818,1.1744174302337327e-06,1,
7819,1.1744174302337327e-06,1,
7820,1.1744174302337327e-06,1,
7821,1.1744174302337327e-06,1,
7822,1.1744174302337327e-06,1,
7823,1.1744174302337327e-06,1,
7824,1.1744174302337327e-06,1,
7825,1.1744174302337327e-06,1,
7826,1.1744174302337327e-06,1,
7827,1.1744174302337327e-06,1,
7828,1.1744174302337327e-06,1,
7829,1.1744174302337327e-06,1,
7830,1.1744174302337327e-06,1,
7831,1.1744174302337327e-06,1,
7832,1.1744174302337327e-06,1,
7833,1.1744174302337327e-06,1,
7834,1.1744174302337327e-06,1,
7835,1.1744174302337327e-06,1,
7836,1.1744174302337327e-06,1,
7837,1.1744174302337327e-06,1,
7838,1.1744174302337327e-06,1,
7839,1.1744174302337327e-06,1,
7840,1.1744174302337327e-06,1,
7841,1.1744174302337327e-06,1,
7842,1.1744174302337327e-06,1,
7843,1.1744174302337327e-06,1,
7844,1.1744174302337327e-06,1,
7845,1.1744174302337327e-06,1,
7846,1.1744174302337327e-06,1,
7847,1.1744174302337327e-06,1,
7848,1.1744174302337327e-06,1,
7849,1.1744174302337327e-06,1,
7850,1.1744174302337327e-06,1,
7851,1.1744174302337327e-06,1,
7852,1.1744174302337327e-06,1,
7853,1.1744174302337327e-06,1,
7854,1.1744174302337327e-06,1,
7855,1.1744174302337327e-06,1,
7856,1.1744174302337327e-06,1,
7857,1.1744174302337327e-06,1,
7858,1.1744174302337327e-06,1,
7859,1.1744174302337327e-06,1,
7860,1.1744174302337327e-06,1,
7861,1.1744174302337327e-06,1,
7862,1.1744174302337327e-06,1,
7863,1.1744174302337327e-06,1,
7864,1.1744174302337327e-06,1,
7865,1.1744174302337327e-06,1,
7866,1.1744174302337327e-06,1,
7867,1.1744174302337327e-06,1,
7868,1.1744174302337327e-06,1,
7869,1.1744174302337327e-06,1,
7870,1.1744174302337327e-06,1,
7871,1.1744174302337327e-06,1,
7872,1.1744174302337327e-06,1,
7873,1.1744174302337327e-06,1,
7874,1.1744174302337327e-06,1,
7875,1.1744174302337327e-06,1,
7876,1.1744174302337327e-06,1,
7877,1.1744174302337327e-06,1,
7878,1.1744174302337327e-06,1,
7879,1.1744174302337327e-06,1,
7880,1.1744174302337327e-06,1,
7881,1.1744174302337327e-06,1,
7882,1.1744174302337327e-06,1,
7883,1.1744174302337327e-06,1,
7884,1.1744174302337327e-06,1,
7885,1.1744174302337327e-06,1,
